Gene	AveExpr	logFC	P.Value	adj.P.Val	Sig	GeneType
ENSG00000179428	IL6-AS1	0.24	-0.01	0.865	0.895	FALSE	lncRNA
ENSG00000104823	ECH1	5.08	0.02	0.865	0.895	FALSE	protein_coding
ENSG00000109861	CTSC	6.95	-0.03	0.865	0.895	FALSE	protein_coding
ENSG00000250329	KDELC1P1	0.19	0.01	0.865	0.895	FALSE	processed_pseudogene
ENSG00000251179	TMEM92-AS1	1.12	-0.03	0.865	0.895	FALSE	lncRNA
ENSG00000280417	AC096887.2	0.2	0.01	0.866	0.895	FALSE	TEC
ENSG00000241678	AC091564.1	0.4	-0.01	0.866	0.895	FALSE	processed_pseudogene
ENSG00000234880	LINC00163	0.4	0.02	0.866	0.895	FALSE	lncRNA
ENSG00000185019	UBOX5	4.49	-0.02	0.866	0.895	FALSE	protein_coding
ENSG00000255028	AP003049.2	0.31	-0.01	0.866	0.895	FALSE	lncRNA
ENSG00000205853	RFPL3S	0.5	0.02	0.866	0.895	FALSE	lncRNA
ENSG00000167588	GPD1	0.31	0.01	0.866	0.895	FALSE	protein_coding
ENSG00000232194	Z99943.1	0.16	0.01	0.866	0.895	FALSE	lncRNA
ENSG00000248643	RBM14-RBM4	2.05	0.02	0.866	0.895	FALSE	protein_coding
ENSG00000052802	MSMO1	3.36	-0.03	0.867	0.896	FALSE	protein_coding
ENSG00000182199	SHMT2	4.81	-0.03	0.867	0.896	FALSE	protein_coding
ENSG00000171643	S100Z	2.74	0.03	0.867	0.896	FALSE	protein_coding
ENSG00000153767	GTF2E1	4.19	-0.02	0.867	0.896	FALSE	protein_coding
ENSG00000168734	PKIG	2.89	-0.03	0.867	0.896	FALSE	protein_coding
ENSG00000260111	AC012184.1	0.37	-0.01	0.867	0.896	FALSE	lncRNA
ENSG00000228218	ATF4P3	0.63	0.02	0.867	0.896	FALSE	processed_pseudogene
ENSG00000236809	SNX25P1	0.22	-0.01	0.867	0.896	FALSE	unprocessed_pseudogene
ENSG00000113761	ZNF346	4.31	-0.02	0.868	0.897	FALSE	protein_coding
ENSG00000228451	SDAD1P1	1.3	-0.02	0.868	0.897	FALSE	transcribed_processed_pseudogene
ENSG00000181656	GPR88	0.19	-0.01	0.868	0.897	FALSE	protein_coding
ENSG00000272973	AP000350.5	0.14	-0.01	0.868	0.897	FALSE	lncRNA
ENSG00000115233	PSMD14	3.74	0.03	0.868	0.897	FALSE	protein_coding
ENSG00000102172	SMS	4.61	-0.02	0.868	0.897	FALSE	protein_coding
ENSG00000214894	LINC00243	2.51	0.03	0.868	0.897	FALSE	lncRNA
ENSG00000149636	DSN1	3.14	-0.02	0.868	0.897	FALSE	protein_coding
ENSG00000261126	RBFADN	0.13	0.01	0.868	0.897	FALSE	lncRNA
ENSG00000162813	BPNT1	3.47	-0.02	0.869	0.897	FALSE	protein_coding
ENSG00000258682	AL132989.1	0.79	0.01	0.869	0.897	FALSE	lncRNA
ENSG00000039523	RIPOR1	6.33	0.03	0.869	0.897	FALSE	protein_coding
ENSG00000254122	PCDHGB7	0.39	-0.02	0.869	0.897	FALSE	protein_coding
ENSG00000112282	MED23	5.78	0.02	0.869	0.897	FALSE	protein_coding
ENSG00000279632	AP003108.4	1.37	0.02	0.869	0.897	FALSE	TEC
ENSG00000124813	RUNX2	5.34	-0.02	0.869	0.898	FALSE	protein_coding
ENSG00000266378	AC005224.2	1.13	0.03	0.87	0.898	FALSE	lncRNA
ENSG00000142512	SIGLEC10	7.22	-0.05	0.87	0.898	FALSE	protein_coding
ENSG00000108469	RECQL5	4.72	0.01	0.87	0.898	FALSE	protein_coding
ENSG00000203663	OR2L2	0.18	-0.01	0.87	0.898	FALSE	protein_coding
ENSG00000273619	AL121832.2	1.48	0.02	0.871	0.899	FALSE	lncRNA
ENSG00000166557	TMED3	4.14	-0.02	0.871	0.899	FALSE	protein_coding
ENSG00000116396	KCNC4	3.21	-0.03	0.871	0.9	FALSE	protein_coding
ENSG00000261093	AC141586.3	0.3	0.01	0.872	0.9	FALSE	lncRNA
ENSG00000283031	AC009242.1	0.35	0.01	0.872	0.9	FALSE	lncRNA
ENSG00000228701	TNKS2-AS1	0.17	-0.01	0.872	0.9	FALSE	lncRNA
ENSG00000111145	ELK3	5.46	0.03	0.872	0.9	FALSE	protein_coding
ENSG00000259347	AC087482.1	0.17	-0.01	0.872	0.9	FALSE	lncRNA
ENSG00000204348	DXO	2.93	-0.02	0.872	0.9	FALSE	protein_coding
ENSG00000222561	RNU6-1025P	0.17	0.01	0.873	0.9	FALSE	snRNA
ENSG00000244682	FCGR2C	4.73	-0.04	0.873	0.901	FALSE	polymorphic_pseudogene
ENSG00000254556	AF131215.2	1.23	-0.02	0.873	0.901	FALSE	lncRNA
ENSG00000275223	AL121906.2	0.22	0.01	0.873	0.901	FALSE	lncRNA
ENSG00000179168	GGN	0.24	0.01	0.874	0.902	FALSE	protein_coding
ENSG00000032389	EIPR1	3.89	-0.02	0.874	0.902	FALSE	protein_coding
ENSG00000286681	AF235103.3	1	-0.02	0.874	0.902	FALSE	lncRNA
ENSG00000256020	AC006205.2	1.36	-0.03	0.874	0.902	FALSE	lncRNA
ENSG00000214544	GTF2IRD2P1	0.25	0.01	0.874	0.902	FALSE	transcribed_unprocessed_pseudogene
ENSG00000134061	CD180	4.35	0.04	0.874	0.902	FALSE	protein_coding
ENSG00000163157	TMOD4	2.06	-0.02	0.875	0.902	FALSE	protein_coding
ENSG00000106479	ZNF862	5.31	-0.02	0.875	0.902	FALSE	protein_coding
ENSG00000173598	NUDT4	6.05	-0.03	0.875	0.902	FALSE	protein_coding
ENSG00000225783	MIAT	6.34	0.05	0.875	0.902	FALSE	lncRNA
ENSG00000196208	GREB1	0.46	0.01	0.875	0.903	FALSE	protein_coding
ENSG00000272081	AC008972.2	0.23	-0.01	0.875	0.903	FALSE	lncRNA
ENSG00000267895	AC063977.1	1.3	0.02	0.876	0.903	FALSE	transcribed_unprocessed_pseudogene
ENSG00000171631	P2RY6	1.02	-0.03	0.876	0.903	FALSE	protein_coding
ENSG00000099624	ATP5F1D	4.53	0.02	0.876	0.903	FALSE	protein_coding
ENSG00000204482	LST1	7.01	0.03	0.876	0.903	FALSE	protein_coding
ENSG00000226816	AC005082.1	0.72	-0.03	0.876	0.903	FALSE	lncRNA
ENSG00000125257	ABCC4	5.92	0.04	0.876	0.903	FALSE	protein_coding
ENSG00000265474	AC010761.4	0.2	0.01	0.876	0.903	FALSE	lncRNA
ENSG00000076344	RGS11	0.1	0.01	0.876	0.903	FALSE	protein_coding
ENSG00000213906	LTB4R2	3.41	-0.02	0.876	0.903	FALSE	protein_coding
ENSG00000280070	AL049833.3	0.2	-0.01	0.877	0.904	FALSE	TEC
ENSG00000075239	ACAT1	3.34	0.02	0.877	0.904	FALSE	protein_coding
ENSG00000250569	NTAN1P2	1.08	-0.02	0.877	0.904	FALSE	processed_pseudogene
ENSG00000248227	LINC02513	0.12	-0.01	0.877	0.904	FALSE	lncRNA
ENSG00000250853	RNF138P1	0.24	-0.01	0.877	0.904	FALSE	processed_pseudogene
ENSG00000157014	TATDN2	5.25	0.01	0.878	0.904	FALSE	protein_coding
ENSG00000178607	ERN1	7.18	-0.02	0.878	0.904	FALSE	protein_coding
ENSG00000274897	PANO1	0.39	0.01	0.878	0.904	FALSE	protein_coding
ENSG00000162849	KIF26B	0.71	0.02	0.878	0.905	FALSE	protein_coding
ENSG00000160183	TMPRSS3	0.93	0.02	0.878	0.905	FALSE	protein_coding
ENSG00000251455	AC092611.1	0.11	-0.01	0.878	0.905	FALSE	lncRNA
ENSG00000101413	RPRD1B	5	0.01	0.878	0.905	FALSE	protein_coding
ENSG00000275180	AC048341.2	0.68	-0.01	0.879	0.905	FALSE	lncRNA
ENSG00000167130	DOLPP1	2.79	0.02	0.879	0.905	FALSE	protein_coding
ENSG00000162604	TM2D1	4.04	0.02	0.879	0.905	FALSE	protein_coding
ENSG00000110955	ATP5F1B	7.64	0.02	0.879	0.905	FALSE	protein_coding
ENSG00000255655	AC007570.1	0.46	-0.01	0.88	0.906	FALSE	lncRNA
ENSG00000279443	AL513497.1	0.27	-0.01	0.88	0.906	FALSE	TEC
ENSG00000134278	SPIRE1	2.28	-0.02	0.88	0.906	FALSE	protein_coding
ENSG00000100034	PPM1F	7.75	0.03	0.88	0.906	FALSE	protein_coding
ENSG00000213888	LINC01521	1.5	-0.02	0.88	0.907	FALSE	lncRNA
ENSG00000267198	AC091132.4	0.27	0.01	0.881	0.907	FALSE	lncRNA
ENSG00000266709	AC005224.3	2.61	-0.04	0.881	0.907	FALSE	lncRNA
ENSG00000141759	TXNL4A	4.2	-0.01	0.882	0.908	FALSE	protein_coding
ENSG00000204947	ZNF425	1.43	0.02	0.882	0.908	FALSE	protein_coding
ENSG00000178917	ZNF852	3.31	-0.02	0.882	0.908	FALSE	protein_coding
ENSG00000111341	MGP	0.23	-0.01	0.882	0.908	FALSE	protein_coding
ENSG00000167261	DPEP2	7.47	0.04	0.882	0.908	FALSE	protein_coding
ENSG00000267030	AC011498.2	0.52	-0.01	0.882	0.908	FALSE	lncRNA
ENSG00000185436	IFNLR1	2.51	-0.03	0.882	0.908	FALSE	protein_coding
ENSG00000267216	AC020915.1	1.63	-0.02	0.882	0.908	FALSE	lncRNA
ENSG00000234156	AL359636.2	0.59	-0.04	0.882	0.908	FALSE	lncRNA
ENSG00000253739	RNU6-323P	0.21	-0.01	0.883	0.909	FALSE	snRNA
ENSG00000206914	AC027290.1	0.38	0.01	0.883	0.909	FALSE	misc_RNA
ENSG00000277203	F8A1	2.58	0.04	0.883	0.909	FALSE	protein_coding
ENSG00000244274	DBNDD2	0.85	-0.01	0.883	0.909	FALSE	protein_coding
ENSG00000067955	CBFB	5.46	-0.02	0.883	0.909	FALSE	protein_coding
ENSG00000244218	RN7SL81P	0.27	-0.01	0.883	0.909	FALSE	misc_RNA
ENSG00000138756	BMP2K	6.62	-0.02	0.884	0.909	FALSE	protein_coding
ENSG00000157110	RBPMS	0.13	-0.01	0.884	0.91	FALSE	protein_coding
ENSG00000254459	AP002812.2	0.27	0.01	0.884	0.91	FALSE	lncRNA
ENSG00000123143	PKN1	7.76	0.02	0.884	0.91	FALSE	protein_coding
ENSG00000167378	IRGQ	4.64	0.02	0.884	0.91	FALSE	protein_coding
ENSG00000242028	HYPK	2.87	0.02	0.884	0.91	FALSE	protein_coding
ENSG00000107338	SHB	0.74	0.02	0.884	0.91	FALSE	protein_coding
ENSG00000107249	GLIS3	1.13	-0.03	0.885	0.91	FALSE	protein_coding
ENSG00000124214	STAU1	6.79	-0.02	0.885	0.91	FALSE	protein_coding
ENSG00000130749	ZC3H4	6.78	0.01	0.885	0.91	FALSE	protein_coding
ENSG00000100412	ACO2	6.03	0.02	0.885	0.911	FALSE	protein_coding
ENSG00000279753	AC011558.1	0.17	0.01	0.885	0.911	FALSE	TEC
ENSG00000085872	CHERP	5.73	0.01	0.885	0.911	FALSE	protein_coding
ENSG00000106004	HOXA5	0.16	-0.01	0.886	0.911	FALSE	protein_coding
ENSG00000133059	DSTYK	5.42	-0.01	0.886	0.911	FALSE	protein_coding
ENSG00000078668	VDAC3	5.57	0.01	0.886	0.911	FALSE	protein_coding
ENSG00000105479	CCDC114	0.98	-0.02	0.886	0.911	FALSE	protein_coding
ENSG00000164683	HEY1	0.9	0.03	0.887	0.912	FALSE	protein_coding
ENSG00000147862	NFIB	1.24	-0.03	0.887	0.912	FALSE	protein_coding
ENSG00000279356	AC007610.6	0.99	-0.01	0.887	0.912	FALSE	TEC
ENSG00000115307	AUP1	5.8	0.01	0.887	0.912	FALSE	protein_coding
ENSG00000230847	OCLNP1	0.59	-0.04	0.887	0.912	FALSE	unprocessed_pseudogene
ENSG00000104728	ARHGEF10	0.41	0.01	0.888	0.913	FALSE	protein_coding
ENSG00000171357	LURAP1	0.17	0.01	0.888	0.913	FALSE	protein_coding
ENSG00000239912	RPL39P36	0.36	0.01	0.888	0.913	FALSE	processed_pseudogene
ENSG00000075618	FSCN1	2.71	0.03	0.888	0.913	FALSE	protein_coding
ENSG00000278416	PMS2P2	0.13	-0.01	0.888	0.913	FALSE	translated_unprocessed_pseudogene
ENSG00000109787	KLF3	7.95	0.02	0.888	0.913	FALSE	protein_coding
ENSG00000137804	NUSAP1	0.89	0.02	0.889	0.913	FALSE	protein_coding
ENSG00000124444	ZNF576	2.82	-0.01	0.889	0.913	FALSE	protein_coding
ENSG00000100292	HMOX1	5.71	0.03	0.889	0.913	FALSE	protein_coding
ENSG00000080802	CNOT4	4.95	-0.01	0.889	0.913	FALSE	protein_coding
ENSG00000230131	LINC02641	0.53	-0.01	0.889	0.913	FALSE	lncRNA
ENSG00000239704	CDRT4	1.01	-0.02	0.889	0.913	FALSE	protein_coding
ENSG00000105325	FZR1	6.4	0.02	0.889	0.914	FALSE	protein_coding
ENSG00000167797	CDK2AP2	4.84	-0.02	0.889	0.914	FALSE	protein_coding
ENSG00000127419	TMEM175	5.1	-0.01	0.889	0.914	FALSE	protein_coding
ENSG00000173626	TRAPPC3L	1.48	0.03	0.89	0.914	FALSE	protein_coding
ENSG00000229833	PET100	3.75	0.01	0.89	0.914	FALSE	protein_coding
ENSG00000213281	NRAS	5.67	-0.02	0.89	0.914	FALSE	protein_coding
ENSG00000258819	LINC02289	3.58	-0.06	0.89	0.914	FALSE	lncRNA
ENSG00000185386	MAPK11	1.84	0.02	0.89	0.914	FALSE	protein_coding
ENSG00000278959	AC006378.1	0.25	-0.01	0.89	0.914	FALSE	TEC
ENSG00000005100	DHX33	4.02	-0.01	0.89	0.914	FALSE	protein_coding
ENSG00000258749	AL110504.1	0.84	-0.01	0.891	0.915	FALSE	lncRNA
ENSG00000279696	AP001273.1	2.02	0.02	0.891	0.915	FALSE	TEC
ENSG00000117697	NSL1	4.84	-0.01	0.891	0.915	FALSE	protein_coding
ENSG00000200120	AC013452.1	0.19	-0.01	0.891	0.915	FALSE	misc_RNA
ENSG00000182648	LINC01006	1.24	-0.02	0.891	0.915	FALSE	lncRNA
ENSG00000164056	SPRY1	1.44	-0.03	0.891	0.915	FALSE	protein_coding
ENSG00000175106	TVP23C	2.3	0.02	0.892	0.916	FALSE	protein_coding
ENSG00000261386	AC027682.4	0.85	0.01	0.892	0.916	FALSE	lncRNA
ENSG00000163738	MTHFD2L	2.53	-0.02	0.892	0.916	FALSE	protein_coding
ENSG00000207756	MIR580	0.16	-0.01	0.892	0.916	FALSE	miRNA
ENSG00000101216	GMEB2	5.23	0.01	0.892	0.916	FALSE	protein_coding
ENSG00000213096	ZNF254	3.68	-0.03	0.892	0.916	FALSE	protein_coding
ENSG00000260903	XKR7	1.13	-0.01	0.892	0.916	FALSE	protein_coding
ENSG00000278996	FP671120.5	0.5	-0.02	0.893	0.916	FALSE	lncRNA
ENSG00000229273	BX664615.1	0.34	0.01	0.893	0.917	FALSE	processed_pseudogene
ENSG00000183354	KIAA2026	6.36	0.01	0.893	0.917	FALSE	protein_coding
ENSG00000183077	AFMID	2.3	0.02	0.893	0.917	FALSE	protein_coding
ENSG00000141682	PMAIP1	2.81	-0.03	0.893	0.917	FALSE	protein_coding
ENSG00000226025	AC005515.1	0.45	-0.01	0.893	0.917	FALSE	transcribed_unprocessed_pseudogene
ENSG00000199672	RNU4-21P	0.21	-0.01	0.893	0.917	FALSE	snRNA
ENSG00000279672	AP006621.5	2.48	0.02	0.894	0.917	FALSE	TEC
ENSG00000241962	AC079447.1	0.41	-0.01	0.894	0.917	FALSE	protein_coding
ENSG00000152705	CATSPER3	0.37	-0.01	0.894	0.917	FALSE	protein_coding
ENSG00000229882	AL450469.1	0.1	0.01	0.894	0.917	FALSE	lncRNA
ENSG00000259630	AC104046.1	0.66	0.01	0.894	0.917	FALSE	transcribed_processed_pseudogene
ENSG00000163923	RPL39L	0.51	-0.01	0.894	0.917	FALSE	protein_coding
ENSG00000242889	RN7SL449P	0.3	0.01	0.895	0.918	FALSE	misc_RNA
ENSG00000269292	AC093503.2	0.34	-0.01	0.895	0.918	FALSE	lncRNA
ENSG00000266036	AC016888.1	0.29	-0.01	0.896	0.919	FALSE	lncRNA
ENSG00000254685	FPGT	3.54	0.02	0.896	0.919	FALSE	protein_coding
ENSG00000181104	F2R	4.95	0.03	0.896	0.919	FALSE	protein_coding
ENSG00000241547	ACTG1P20	1.14	0.01	0.896	0.919	FALSE	processed_pseudogene
ENSG00000148842	CNNM2	3.64	0.02	0.896	0.919	FALSE	protein_coding
ENSG00000128602	SMO	0.2	-0.01	0.896	0.919	FALSE	protein_coding
ENSG00000287430	AL136090.2	0.25	0.01	0.896	0.919	FALSE	lncRNA
ENSG00000236304	AP001189.1	4.15	0.05	0.897	0.92	FALSE	lncRNA
ENSG00000206651	AL139412.1	0.93	0.01	0.897	0.92	FALSE	misc_RNA
ENSG00000239149	SNORA59A	0.48	0.01	0.897	0.92	FALSE	snoRNA
ENSG00000182326	C1S	0.44	-0.01	0.897	0.92	FALSE	protein_coding
ENSG00000239272	RPL21P10	0.52	0.01	0.898	0.92	FALSE	processed_pseudogene
ENSG00000182872	RBM10	6.02	0.01	0.898	0.92	FALSE	protein_coding
ENSG00000171421	MRPL36	2.25	-0.01	0.898	0.921	FALSE	protein_coding
ENSG00000063127	SLC6A16	3.09	-0.02	0.898	0.921	FALSE	protein_coding
ENSG00000276384	AC016876.4	0.16	0	0.898	0.921	FALSE	lncRNA
ENSG00000127125	PPCS	4.67	-0.01	0.898	0.921	FALSE	protein_coding
ENSG00000260278	AC098818.2	0.2	0	0.898	0.921	FALSE	lncRNA
ENSG00000266274	RN7SL138P	0.74	0.01	0.898	0.921	FALSE	misc_RNA
ENSG00000266446	AL449423.1	0.28	0.01	0.899	0.921	FALSE	lncRNA
ENSG00000115306	SPTBN1	7.54	0.02	0.899	0.921	FALSE	protein_coding
ENSG00000140941	MAP1LC3B	7	-0.02	0.899	0.921	FALSE	protein_coding
ENSG00000149927	DOC2A	0.19	0.01	0.899	0.921	FALSE	protein_coding
ENSG00000181218	H2AW	2.29	-0.02	0.899	0.921	FALSE	protein_coding
ENSG00000171790	SLFNL1	0.58	0.01	0.899	0.921	FALSE	protein_coding
ENSG00000252546	RNA5SP466	0.17	0.01	0.899	0.921	FALSE	rRNA_pseudogene
ENSG00000259972	AC009120.2	2.86	-0.02	0.899	0.921	FALSE	lncRNA
ENSG00000263001	GTF2I	5.43	0.01	0.899	0.921	FALSE	protein_coding
ENSG00000154252	GAL3ST2	0.13	0.01	0.9	0.922	FALSE	protein_coding
ENSG00000197888	UGT2B17	0.43	-0.02	0.9	0.922	FALSE	protein_coding
ENSG00000267673	FDX2	0.14	-0.01	0.9	0.922	FALSE	protein_coding
ENSG00000152939	MARVELD2	0.53	-0.01	0.901	0.923	FALSE	protein_coding
ENSG00000116830	TTF2	4.1	-0.02	0.901	0.923	FALSE	protein_coding
ENSG00000239823	AC234063.1	0.83	-0.01	0.901	0.923	FALSE	misc_RNA
ENSG00000100206	DMC1	1.15	-0.02	0.901	0.923	FALSE	protein_coding
ENSG00000196187	TMEM63A	7.49	0.01	0.901	0.923	FALSE	protein_coding
ENSG00000106077	ABHD11	3.18	-0.01	0.902	0.924	FALSE	protein_coding
ENSG00000112578	BYSL	2.43	-0.02	0.902	0.924	FALSE	protein_coding
ENSG00000072506	HSD17B10	4.2	-0.02	0.903	0.924	FALSE	protein_coding
ENSG00000140319	SRP14	5.11	0.02	0.903	0.925	FALSE	protein_coding
ENSG00000181744	DIPK2A	5.36	-0.01	0.903	0.925	FALSE	protein_coding
ENSG00000196730	DAPK1	6.01	-0.02	0.903	0.925	FALSE	protein_coding
ENSG00000251652	AC092535.4	0.25	0.01	0.904	0.925	FALSE	lncRNA
ENSG00000183207	RUVBL2	4.15	0.02	0.904	0.926	FALSE	protein_coding
ENSG00000269653	AC011479.4	0.49	0.01	0.904	0.926	FALSE	lncRNA
ENSG00000273192	AL671710.1	0.9	-0.01	0.904	0.926	FALSE	lncRNA
ENSG00000241913	RPS29P21	0.27	-0.01	0.905	0.926	FALSE	processed_pseudogene
ENSG00000235100	AL157400.3	0.24	-0.01	0.905	0.926	FALSE	lncRNA
ENSG00000258284	POLR2KP1	0.18	0	0.905	0.926	FALSE	processed_pseudogene
ENSG00000119865	CNRIP1	0.28	0.01	0.905	0.926	FALSE	protein_coding
ENSG00000275939	AC008497.1	0.17	0	0.905	0.926	FALSE	misc_RNA
ENSG00000126767	ELK1	4.24	-0.01	0.905	0.926	FALSE	protein_coding
ENSG00000277566	AC089999.4	0.46	-0.01	0.905	0.926	FALSE	lncRNA
ENSG00000226352	PSPC1-AS2	0.59	0.01	0.905	0.926	FALSE	lncRNA
ENSG00000230424	EMC1-AS1	0.69	0.01	0.905	0.926	FALSE	lncRNA
ENSG00000205683	DPF3	1.57	0.02	0.906	0.927	FALSE	protein_coding
ENSG00000273375	AC055764.2	0.19	-0.01	0.906	0.927	FALSE	lncRNA
ENSG00000143368	SF3B4	5.09	-0.01	0.906	0.927	FALSE	protein_coding
ENSG00000154133	ROBO4	0.13	-0.01	0.906	0.927	FALSE	protein_coding
ENSG00000285437	POLR2J3	3.48	0.02	0.906	0.927	FALSE	protein_coding
ENSG00000100056	ESS2	4.6	-0.01	0.906	0.927	FALSE	protein_coding
ENSG00000243678	NME2	0.75	0.01	0.907	0.928	FALSE	protein_coding
ENSG00000099251	HSD17B7P2	1.63	-0.01	0.907	0.928	FALSE	transcribed_unprocessed_pseudogene
ENSG00000165389	SPTSSA	3.08	-0.02	0.907	0.928	FALSE	protein_coding
ENSG00000125355	TMEM255A	0.8	-0.03	0.907	0.928	FALSE	protein_coding
ENSG00000169169	CPT1C	0.16	-0.01	0.907	0.928	FALSE	protein_coding
ENSG00000162676	GFI1	4.16	0.03	0.908	0.928	FALSE	protein_coding
ENSG00000284731	AC083906.5	0.15	0.01	0.908	0.929	FALSE	unprocessed_pseudogene
ENSG00000135093	USP30	3.22	-0.01	0.908	0.929	FALSE	protein_coding
ENSG00000137936	BCAR3	1.26	0.02	0.908	0.929	FALSE	protein_coding
ENSG00000279968	CCDC28A-AS1	0.23	0	0.909	0.929	FALSE	lncRNA
ENSG00000273437	AC108673.3	1.58	0.01	0.909	0.929	FALSE	lncRNA
ENSG00000274667	AC090517.2	0.64	0.01	0.909	0.93	FALSE	lncRNA
ENSG00000273314	AC005229.4	0.77	-0.01	0.909	0.93	FALSE	lncRNA
ENSG00000242125	SNHG3	4.06	-0.01	0.91	0.93	FALSE	lncRNA
ENSG00000145817	YIPF5	4.4	0.02	0.91	0.93	FALSE	protein_coding
ENSG00000272768	AC004854.2	0.53	0.01	0.91	0.93	FALSE	lncRNA
ENSG00000136986	DERL1	5.65	-0.01	0.91	0.93	FALSE	protein_coding
ENSG00000282021	AC100810.3	0.19	0.01	0.91	0.93	FALSE	lncRNA
ENSG00000049089	COL9A2	3.69	0.04	0.91	0.93	FALSE	protein_coding
ENSG00000164078	MST1R	0.56	0.01	0.911	0.931	FALSE	protein_coding
ENSG00000234776	C11orf94	0.73	0.01	0.911	0.931	FALSE	protein_coding
ENSG00000106144	CASP2	6.45	-0.01	0.911	0.931	FALSE	protein_coding
ENSG00000253559	OSGEPL1-AS1	0.33	-0.01	0.911	0.931	FALSE	lncRNA
ENSG00000255836	AC131206.1	0.19	0.01	0.911	0.931	FALSE	processed_pseudogene
ENSG00000255046	AC069185.1	0.96	-0.01	0.911	0.931	FALSE	lncRNA
ENSG00000267666	AC004156.1	0.26	-0.01	0.912	0.931	FALSE	lncRNA
ENSG00000165698	SPACA9	1	0.01	0.912	0.932	FALSE	protein_coding
ENSG00000222852	AC022413.1	0.17	0.01	0.912	0.932	FALSE	misc_RNA
ENSG00000103035	PSMD7	5.07	-0.01	0.912	0.932	FALSE	protein_coding
ENSG00000171772	SYCE1	0.19	-0.01	0.912	0.932	FALSE	protein_coding
ENSG00000266758	MIR3680-2	0.19	0.01	0.912	0.932	FALSE	miRNA
ENSG00000285581	AC091196.1	2.48	-0.02	0.912	0.932	FALSE	lncRNA
ENSG00000072840	EVC	1.4	-0.02	0.912	0.932	FALSE	protein_coding
ENSG00000088882	CPXM1	0.39	-0.01	0.913	0.932	FALSE	protein_coding
ENSG00000215375	MYL5	2.85	0.02	0.913	0.932	FALSE	protein_coding
ENSG00000287932	AC000065.2	0.68	-0.01	0.913	0.933	FALSE	lncRNA
ENSG00000266965	AC090220.1	1.21	0.01	0.914	0.934	FALSE	lncRNA
ENSG00000213988	ZNF90	1.44	0.02	0.914	0.934	FALSE	protein_coding
ENSG00000124120	TTPAL	5.15	-0.01	0.914	0.934	FALSE	protein_coding
ENSG00000054690	PLEKHH1	0.19	0.01	0.914	0.934	FALSE	protein_coding
ENSG00000257764	AC020656.1	0.88	-0.01	0.915	0.934	FALSE	lncRNA
ENSG00000287356	AL590822.3	0.25	0.01	0.915	0.934	FALSE	lncRNA
ENSG00000131725	WDR44	4.89	0.01	0.915	0.934	FALSE	protein_coding
ENSG00000049247	UTS2	0.6	-0.03	0.915	0.934	FALSE	protein_coding
ENSG00000276317	AL357033.3	2.31	-0.02	0.915	0.935	FALSE	lncRNA
ENSG00000083642	PDS5B	6.05	0.01	0.916	0.935	FALSE	protein_coding
ENSG00000270165	AC010530.1	0.7	-0.01	0.916	0.935	FALSE	lncRNA
ENSG00000265010	AC087301.1	0.26	-0.01	0.916	0.935	FALSE	lncRNA
ENSG00000147123	NDUFB11	4.24	-0.01	0.916	0.935	FALSE	protein_coding
ENSG00000124275	MTRR	4.82	-0.02	0.917	0.936	FALSE	protein_coding
ENSG00000125611	CHCHD5	3.04	-0.01	0.917	0.936	FALSE	protein_coding
ENSG00000128607	KLHDC10	4.98	-0.01	0.917	0.936	FALSE	protein_coding
ENSG00000257759	AL357153.2	0.25	0.01	0.917	0.936	FALSE	lncRNA
ENSG00000055917	PUM2	7.8	-0.01	0.917	0.936	FALSE	protein_coding
ENSG00000017483	SLC38A5	5.57	0.03	0.917	0.936	FALSE	protein_coding
ENSG00000287168	AL512625.3	2.08	0.01	0.917	0.936	FALSE	lncRNA
ENSG00000162434	JAK1	8.99	0.01	0.918	0.936	FALSE	protein_coding
ENSG00000124116	WFDC3	0.31	-0.01	0.918	0.936	FALSE	protein_coding
ENSG00000253737	AP003469.3	0.18	0.01	0.918	0.936	FALSE	lncRNA
ENSG00000259418	AC091117.3	0.65	0.02	0.918	0.936	FALSE	lncRNA
ENSG00000101347	SAMHD1	8.73	-0.02	0.918	0.936	FALSE	protein_coding
ENSG00000136463	TACO1	3.09	0.01	0.918	0.937	FALSE	protein_coding
ENSG00000173457	PPP1R14B	2.63	-0.02	0.918	0.937	FALSE	protein_coding
ENSG00000261691	Z97986.1	0.28	0.01	0.918	0.937	FALSE	lncRNA
ENSG00000182378	PLCXD1	3.7	0.02	0.918	0.937	FALSE	protein_coding
ENSG00000287554	AC006364.1	0.51	0.01	0.918	0.937	FALSE	lncRNA
ENSG00000270240	AC015849.1	0.37	0.01	0.919	0.937	FALSE	lncRNA
ENSG00000163082	SGPP2	2.14	0.03	0.919	0.937	FALSE	protein_coding
ENSG00000273199	AP000692.2	0.26	0.01	0.919	0.937	FALSE	lncRNA
ENSG00000197191	CYSRT1	0.12	0	0.919	0.937	FALSE	protein_coding
ENSG00000237436	CAMTA1-DT	0.25	0	0.919	0.937	FALSE	lncRNA
ENSG00000279203	AC005785.2	1.06	0.01	0.919	0.938	FALSE	TEC
ENSG00000205578	POM121B	0.63	0.01	0.92	0.938	FALSE	unprocessed_pseudogene
ENSG00000166595	CIAO2B	3.83	-0.01	0.92	0.938	FALSE	protein_coding
ENSG00000286548	AL596214.1	0.24	-0.01	0.92	0.938	FALSE	lncRNA
